timestamp,kwh,building
2024-07-22 13:00:00,19.99,Building_A_07_2024
2024-07-22 14:00:00,21.91,Building_A_07_2024
2024-07-22 15:00:00,14.72,Building_A_07_2024
2024-07-22 16:00:00,15.16,Building_A_07_2024
2024-07-22 17:00:00,14.8,Building_A_07_2024
2024-07-22 18:00:00,5.15,Building_A_07_2024
2024-07-22 19:00:00,8.55,Building_A_07_2024
2024-07-22 20:00:00,5.04,Building_A_07_2024
2024-07-22 21:00:00,6.86,Building_A_07_2024
2024-07-22 22:00:00,7.65,Building_A_07_2024
2024-07-22 23:00:00,9.61,Building_A_07_2024
2024-07-23 00:00:00,5.45,Building_A_07_2024
2024-07-23 01:00:00,7.03,Building_A_07_2024
2024-07-23 02:00:00,5.12,Building_A_07_2024
2024-07-23 03:00:00,6.71,Building_A_07_2024
2024-07-23 04:00:00,8.11,Building_A_07_2024
2024-07-23 05:00:00,6.4,Building_A_07_2024
2024-07-23 06:00:00,6.05,Building_A_07_2024
2024-07-23 07:00:00,5.58,Building_A_07_2024
2024-07-23 08:00:00,7.89,Building_A_07_2024
2024-07-23 09:00:00,15.36,Building_A_07_2024
2024-07-23 10:00:00,21.39,Building_A_07_2024
2024-07-23 11:00:00,22.42,Building_A_07_2024
2024-07-23 12:00:00,15.18,Building_A_07_2024
2024-07-23 13:00:00,23.07,Building_A_07_2024
2024-07-23 14:00:00,14.44,Building_A_07_2024
2024-07-23 15:00:00,21.94,Building_A_07_2024
2024-07-23 16:00:00,15.98,Building_A_07_2024
2024-07-23 17:00:00,11.72,Building_A_07_2024
2024-07-23 18:00:00,8.48,Building_A_07_2024
2024-07-23 19:00:00,9.07,Building_A_07_2024
2024-07-23 20:00:00,7.55,Building_A_07_2024
2024-07-23 21:00:00,6.67,Building_A_07_2024
2024-07-23 22:00:00,8.95,Building_A_07_2024
2024-07-23 23:00:00,5.49,Building_A_07_2024
2024-07-24 00:00:00,7.21,Building_A_07_2024
2024-07-24 01:00:00,7.6,Building_A_07_2024
2024-07-24 02:00:00,8.47,Building_A_07_2024
2024-07-24 03:00:00,5.45,Building_A_07_2024
2024-07-24 04:00:00,6.14,Building_A_07_2024
2024-07-24 05:00:00,7.05,Building_A_07_2024
2024-07-24 06:00:00,8.12,Building_A_07_2024
2024-07-24 07:00:00,9.43,Building_A_07_2024
2024-07-24 08:00:00,8.09,Building_A_07_2024
2024-07-24 09:00:00,17.63,Building_A_07_2024
2024-07-24 10:00:00,16.0,Building_A_07_2024
2024-07-24 11:00:00,20.02,Building_A_07_2024
2024-07-24 12:00:00,16.72,Building_A_07_2024
2024-07-24 13:00:00,21.9,Building_A_07_2024
2024-07-24 14:00:00,21.71,Building_A_07_2024
2024-07-24 15:00:00,22.32,Building_A_07_2024
2024-07-24 16:00:00,22.65,Building_A_07_2024
2024-07-24 17:00:00,15.17,Building_A_07_2024
2024-07-24 18:00:00,9.6,Building_A_07_2024
2024-07-24 19:00:00,5.18,Building_A_07_2024
2024-07-24 20:00:00,5.87,Building_A_07_2024
2024-07-24 21:00:00,6.95,Building_A_07_2024
2024-07-24 22:00:00,9.76,Building_A_07_2024
2024-07-24 23:00:00,6.5,Building_A_07_2024
2024-07-25 00:00:00,5.8,Building_A_07_2024
2024-07-25 01:00:00,9.43,Building_A_07_2024
2024-07-25 02:00:00,7.23,Building_A_07_2024
2024-07-25 03:00:00,9.54,Building_A_07_2024
2024-07-25 04:00:00,5.8,Building_A_07_2024
2024-07-25 05:00:00,8.31,Building_A_07_2024
2024-07-25 06:00:00,7.2,Building_A_07_2024
2024-07-25 07:00:00,5.38,Building_A_07_2024
2024-07-25 08:00:00,8.48,Building_A_07_2024
2024-07-25 09:00:00,14.34,Building_A_07_2024
2024-07-25 10:00:00,15.35,Building_A_07_2024
2024-07-25 11:00:00,14.46,Building_A_07_2024
2024-07-25 12:00:00,12.62,Building_A_07_2024
2024-07-25 13:00:00,17.62,Building_A_07_2024
2024-07-25 14:00:00,23.15,Building_A_07_2024
2024-07-25 15:00:00,17.43,Building_A_07_2024
2024-07-25 16:00:00,16.9,Building_A_07_2024
2024-07-25 17:00:00,12.68,Building_A_07_2024
2024-07-25 18:00:00,6.52,Building_A_07_2024
2024-07-25 19:00:00,9.99,Building_A_07_2024
2024-07-25 20:00:00,6.81,Building_A_07_2024
2024-07-25 21:00:00,7.35,Building_A_07_2024
2024-07-25 22:00:00,6.89,Building_A_07_2024
2024-07-25 23:00:00,9.9,Building_A_07_2024
2024-07-26 00:00:00,5.87,Building_A_07_2024
2024-07-26 01:00:00,6.64,Building_A_07_2024
2024-07-26 02:00:00,8.4,Building_A_07_2024
2024-07-26 03:00:00,5.32,Building_A_07_2024
2024-07-26 04:00:00,8.04,Building_A_07_2024
2024-07-26 05:00:00,7.39,Building_A_07_2024
2024-07-26 06:00:00,6.42,Building_A_07_2024
2024-07-26 07:00:00,6.19,Building_A_07_2024
2024-07-26 08:00:00,7.57,Building_A_07_2024
2024-07-26 09:00:00,20.29,Building_A_07_2024
2024-07-26 10:00:00,13.83,Building_A_07_2024
2024-07-26 11:00:00,13.73,Building_A_07_2024
2024-07-26 12:00:00,17.41,Building_A_07_2024
2024-07-26 13:00:00,19.51,Building_A_07_2024
2024-07-26 14:00:00,12.55,Building_A_07_2024
2024-07-26 15:00:00,19.69,Building_A_07_2024
2024-07-26 16:00:00,21.04,Building_A_07_2024
2024-07-26 17:00:00,22.57,Building_A_07_2024
2024-07-26 18:00:00,6.99,Building_A_07_2024
2024-07-26 19:00:00,10.0,Building_A_07_2024
2024-07-26 20:00:00,6.76,Building_A_07_2024
2024-07-26 21:00:00,8.61,Building_A_07_2024
2024-07-26 22:00:00,8.19,Building_A_07_2024
2024-07-26 23:00:00,9.07,Building_A_07_2024
2024-07-27 00:00:00,9.88,Building_A_07_2024
2024-07-27 01:00:00,9.45,Building_A_07_2024
2024-07-27 02:00:00,8.82,Building_A_07_2024
2024-07-27 03:00:00,8.49,Building_A_07_2024
2024-07-27 04:00:00,6.68,Building_A_07_2024
2024-07-27 05:00:00,5.74,Building_A_07_2024
2024-07-27 06:00:00,5.31,Building_A_07_2024
2024-07-27 07:00:00,6.21,Building_A_07_2024
2024-07-27 08:00:00,7.16,Building_A_07_2024
2024-07-27 09:00:00,13.77,Building_A_07_2024
2024-07-27 10:00:00,16.04,Building_A_07_2024
2024-07-27 11:00:00,22.22,Building_A_07_2024
2024-07-27 12:00:00,12.55,Building_A_07_2024
2024-07-27 13:00:00,13.4,Building_A_07_2024
2024-07-27 14:00:00,14.62,Building_A_07_2024
2024-07-27 15:00:00,15.45,Building_A_07_2024
2024-07-27 16:00:00,19.06,Building_A_07_2024
2024-07-27 17:00:00,15.78,Building_A_07_2024
2024-07-27 18:00:00,9.92,Building_A_07_2024
2024-07-27 19:00:00,7.0,Building_A_07_2024
2024-07-27 20:00:00,6.9,Building_A_07_2024
2024-07-27 21:00:00,5.74,Building_A_07_2024
2024-07-27 22:00:00,8.42,Building_A_07_2024
2024-07-27 23:00:00,8.28,Building_A_07_2024
2024-07-28 00:00:00,9.31,Building_A_07_2024
2024-07-28 01:00:00,5.49,Building_A_07_2024
2024-07-28 02:00:00,7.49,Building_A_07_2024
2024-07-28 03:00:00,7.91,Building_A_07_2024
2024-07-28 04:00:00,6.21,Building_A_07_2024
2024-07-28 05:00:00,5.85,Building_A_07_2024
2024-07-28 06:00:00,9.3,Building_A_07_2024
2024-07-28 07:00:00,5.29,Building_A_07_2024
2024-07-28 08:00:00,7.35,Building_A_07_2024
2024-07-28 09:00:00,13.8,Building_A_07_2024
2024-07-28 10:00:00,16.55,Building_A_07_2024
2024-07-28 11:00:00,15.15,Building_A_07_2024
2024-07-28 12:00:00,16.0,Building_A_07_2024
2024-07-28 13:00:00,15.23,Building_A_07_2024
2024-07-28 14:00:00,15.52,Building_A_07_2024
2024-07-28 15:00:00,19.61,Building_A_07_2024
2024-07-28 16:00:00,20.2,Building_A_07_2024
2024-07-28 17:00:00,12.8,Building_A_07_2024
2024-07-28 18:00:00,8.36,Building_A_07_2024
2024-07-28 19:00:00,6.72,Building_A_07_2024
2024-07-28 20:00:00,8.57,Building_A_07_2024
2024-07-28 21:00:00,8.2,Building_A_07_2024
2024-07-28 22:00:00,7.0,Building_A_07_2024
2024-07-28 23:00:00,7.16,Building_A_07_2024
2024-07-29 00:00:00,8.07,Building_A_07_2024
2024-07-29 01:00:00,5.35,Building_A_07_2024
2024-07-29 02:00:00,9.11,Building_A_07_2024
2024-07-29 03:00:00,8.27,Building_A_07_2024
2024-07-29 04:00:00,8.63,Building_A_07_2024
2024-07-29 05:00:00,7.68,Building_A_07_2024
2024-07-29 06:00:00,5.55,Building_A_07_2024
2024-07-29 07:00:00,7.03,Building_A_07_2024
2024-07-29 08:00:00,7.03,Building_A_07_2024
2024-07-29 09:00:00,17.62,Building_A_07_2024
2024-07-29 10:00:00,18.5,Building_A_07_2024
2024-07-29 11:00:00,16.07,Building_A_07_2024
2024-07-29 12:00:00,18.17,Building_A_07_2024
2024-07-29 13:00:00,21.94,Building_A_07_2024
2024-07-29 14:00:00,21.58,Building_A_07_2024
2024-07-29 15:00:00,14.25,Building_A_07_2024
2024-07-29 16:00:00,14.89,Building_A_07_2024
2024-07-29 17:00:00,12.43,Building_A_07_2024
2024-07-29 18:00:00,9.34,Building_A_07_2024
2024-07-29 19:00:00,5.15,Building_A_07_2024
2024-07-29 20:00:00,7.67,Building_A_07_2024
2024-07-29 21:00:00,7.02,Building_A_07_2024
2024-07-29 22:00:00,7.62,Building_A_07_2024
2024-07-29 23:00:00,6.83,Building_A_07_2024
2024-07-30 00:00:00,5.95,Building_A_07_2024
2024-07-30 01:00:00,5.1,Building_A_07_2024
2024-07-30 02:00:00,7.59,Building_A_07_2024
2024-07-30 03:00:00,9.21,Building_A_07_2024
2024-07-30 04:00:00,6.87,Building_A_07_2024
2024-07-30 05:00:00,6.11,Building_A_07_2024
2024-07-30 06:00:00,5.4,Building_A_07_2024
2024-07-30 07:00:00,5.43,Building_A_07_2024
2024-07-30 08:00:00,6.11,Building_A_07_2024
2024-07-30 09:00:00,13.2,Building_A_07_2024
2024-07-30 10:00:00,17.49,Building_A_07_2024
2024-07-30 11:00:00,14.17,Building_A_07_2024
2024-07-30 12:00:00,17.36,Building_A_07_2024
2024-07-30 13:00:00,17.81,Building_A_07_2024
2024-07-30 14:00:00,12.35,Building_A_07_2024
2024-07-30 15:00:00,15.93,Building_A_07_2024
2024-07-30 16:00:00,22.71,Building_A_07_2024
2024-07-30 17:00:00,21.87,Building_A_07_2024
2024-07-30 18:00:00,5.77,Building_A_07_2024
2024-07-30 19:00:00,6.0,Building_A_07_2024
2024-07-30 20:00:00,7.16,Building_A_07_2024
2024-07-30 21:00:00,7.64,Building_A_07_2024
2024-07-30 22:00:00,6.75,Building_A_07_2024
2024-07-30 23:00:00,8.91,Building_A_07_2024
2024-07-31 00:00:00,8.76,Building_A_07_2024
2024-07-31 01:00:00,9.64,Building_A_07_2024
2024-07-31 02:00:00,5.14,Building_A_07_2024
2024-07-31 03:00:00,9.48,Building_A_07_2024
2024-07-31 04:00:00,6.96,Building_A_07_2024
2024-07-31 05:00:00,9.39,Building_A_07_2024
2024-07-31 06:00:00,8.45,Building_A_07_2024
2024-07-31 07:00:00,9.94,Building_A_07_2024
2024-07-31 08:00:00,8.8,Building_A_07_2024
2024-07-31 09:00:00,13.9,Building_A_07_2024
2024-07-31 10:00:00,20.39,Building_A_07_2024
2024-07-31 11:00:00,14.62,Building_A_07_2024
2024-07-31 12:00:00,20.7,Building_A_07_2024
2024-07-31 13:00:00,12.96,Building_A_07_2024
2024-07-31 14:00:00,19.14,Building_A_07_2024
2024-07-31 15:00:00,14.25,Building_A_07_2024
2024-07-31 16:00:00,21.13,Building_A_07_2024
2024-07-31 17:00:00,19.63,Building_A_07_2024
2024-07-31 18:00:00,5.59,Building_A_07_2024
2024-07-31 19:00:00,5.8,Building_A_07_2024
2024-07-31 20:00:00,5.23,Building_A_07_2024
2024-07-31 21:00:00,9.85,Building_A_07_2024
2024-07-31 22:00:00,5.02,Building_A_07_2024
2024-07-31 23:00:00,5.89,Building_A_07_2024
2024-08-01 00:00:00,8.06,Building_A_08_2024
2024-08-01 01:00:00,5.41,Building_A_08_2024
2024-08-01 02:00:00,9.41,Building_A_08_2024
2024-08-01 03:00:00,8.6,Building_A_08_2024
2024-08-01 04:00:00,9.83,Building_A_08_2024
2024-08-01 05:00:00,7.54,Building_A_08_2024
2024-08-01 06:00:00,6.5,Building_A_08_2024
2024-08-01 07:00:00,7.75,Building_A_08_2024
2024-08-01 08:00:00,9.65,Building_A_08_2024
2024-08-01 09:00:00,21.02,Building_A_08_2024
2024-08-01 10:00:00,17.0,Building_A_08_2024
2024-08-01 11:00:00,19.16,Building_A_08_2024
2024-08-01 12:00:00,18.08,Building_A_08_2024
2024-08-01 13:00:00,15.29,Building_A_08_2024
2024-08-01 14:00:00,15.93,Building_A_08_2024
2024-08-01 15:00:00,19.19,Building_A_08_2024
2024-08-01 16:00:00,16.08,Building_A_08_2024
2024-08-01 17:00:00,14.0,Building_A_08_2024
2024-08-01 18:00:00,7.22,Building_A_08_2024
2024-08-01 19:00:00,6.68,Building_A_08_2024
2024-08-01 20:00:00,9.4,Building_A_08_2024
2024-08-01 21:00:00,9.73,Building_A_08_2024
2024-08-01 22:00:00,9.96,Building_A_08_2024
2024-08-01 23:00:00,6.88,Building_A_08_2024
2024-08-02 00:00:00,9.83,Building_A_08_2024
2024-08-02 01:00:00,8.96,Building_A_08_2024
2024-08-02 02:00:00,8.38,Building_A_08_2024
2024-08-02 03:00:00,6.22,Building_A_08_2024
2024-08-02 04:00:00,6.08,Building_A_08_2024
2024-08-02 05:00:00,5.83,Building_A_08_2024
2024-08-02 06:00:00,9.61,Building_A_08_2024
2024-08-02 07:00:00,6.47,Building_A_08_2024
2024-08-02 08:00:00,7.27,Building_A_08_2024
2024-08-02 09:00:00,16.79,Building_A_08_2024
2024-08-02 10:00:00,17.1,Building_A_08_2024
2024-08-02 11:00:00,14.96,Building_A_08_2024
2024-08-02 12:00:00,19.14,Building_A_08_2024
2024-08-02 13:00:00,19.85,Building_A_08_2024
2024-08-02 14:00:00,19.65,Building_A_08_2024
2024-08-02 15:00:00,23.88,Building_A_08_2024
2024-08-02 16:00:00,11.24,Building_A_08_2024
2024-08-02 17:00:00,18.45,Building_A_08_2024
2024-08-02 18:00:00,6.52,Building_A_08_2024
2024-08-02 19:00:00,5.38,Building_A_08_2024
2024-08-02 20:00:00,7.12,Building_A_08_2024
2024-08-02 21:00:00,5.54,Building_A_08_2024
2024-08-02 22:00:00,7.84,Building_A_08_2024
2024-08-02 23:00:00,6.23,Building_A_08_2024
2024-08-03 00:00:00,7.98,Building_A_08_2024
2024-08-03 01:00:00,5.59,Building_A_08_2024
2024-08-03 02:00:00,9.88,Building_A_08_2024
2024-08-03 03:00:00,9.66,Building_A_08_2024
2024-08-03 04:00:00,6.96,Building_A_08_2024
2024-08-03 05:00:00,6.21,Building_A_08_2024
2024-08-03 06:00:00,6.25,Building_A_08_2024
2024-08-03 07:00:00,7.42,Building_A_08_2024
2024-08-03 08:00:00,5.2,Building_A_08_2024
2024-08-03 09:00:00,15.86,Building_A_08_2024
2024-08-03 10:00:00,15.73,Building_A_08_2024
2024-08-03 11:00:00,14.08,Building_A_08_2024
2024-08-03 12:00:00,21.94,Building_A_08_2024
2024-08-03 13:00:00,14.99,Building_A_08_2024
2024-08-03 14:00:00,23.17,Building_A_08_2024
2024-08-03 15:00:00,18.38,Building_A_08_2024
2024-08-03 16:00:00,15.08,Building_A_08_2024
2024-08-03 17:00:00,21.96,Building_A_08_2024
2024-08-03 18:00:00,6.79,Building_A_08_2024
2024-08-03 19:00:00,8.11,Building_A_08_2024
2024-08-03 20:00:00,6.44,Building_A_08_2024
2024-08-03 21:00:00,9.37,Building_A_08_2024
2024-08-03 22:00:00,5.56,Building_A_08_2024
2024-08-03 23:00:00,6.06,Building_A_08_2024
2024-08-04 00:00:00,5.92,Building_A_08_2024
2024-08-04 01:00:00,7.02,Building_A_08_2024
2024-08-04 02:00:00,8.73,Building_A_08_2024
2024-08-04 03:00:00,7.63,Building_A_08_2024
2024-08-04 04:00:00,7.44,Building_A_08_2024
2024-08-04 05:00:00,5.0,Building_A_08_2024
2024-08-04 06:00:00,7.13,Building_A_08_2024
2024-08-04 07:00:00,5.32,Building_A_08_2024
2024-08-04 08:00:00,6.04,Building_A_08_2024
2024-08-04 09:00:00,20.94,Building_A_08_2024
2024-08-04 10:00:00,20.13,Building_A_08_2024
2024-08-04 11:00:00,21.78,Building_A_08_2024
2024-08-04 12:00:00,19.63,Building_A_08_2024
2024-08-04 13:00:00,19.16,Building_A_08_2024
2024-08-04 14:00:00,15.81,Building_A_08_2024
2024-08-04 15:00:00,16.05,Building_A_08_2024
2024-08-04 16:00:00,16.58,Building_A_08_2024
2024-08-04 17:00:00,22.87,Building_A_08_2024
2024-08-04 18:00:00,9.06,Building_A_08_2024
2024-08-04 19:00:00,7.4,Building_A_08_2024
2024-08-04 20:00:00,9.57,Building_A_08_2024
2024-08-04 21:00:00,5.25,Building_A_08_2024
2024-08-04 22:00:00,6.46,Building_A_08_2024
2024-08-04 23:00:00,8.58,Building_A_08_2024
2024-08-05 00:00:00,7.09,Building_A_08_2024
2024-08-05 01:00:00,5.86,Building_A_08_2024
2024-08-05 02:00:00,5.54,Building_A_08_2024
2024-08-05 03:00:00,9.09,Building_A_08_2024
2024-08-05 04:00:00,7.37,Building_A_08_2024
2024-08-05 05:00:00,9.41,Building_A_08_2024
2024-08-05 06:00:00,8.67,Building_A_08_2024
2024-08-05 07:00:00,7.05,Building_A_08_2024
2024-08-05 08:00:00,6.87,Building_A_08_2024
2024-08-05 09:00:00,14.84,Building_A_08_2024
2024-08-05 10:00:00,14.6,Building_A_08_2024
2024-08-05 11:00:00,16.94,Building_A_08_2024
2024-08-05 12:00:00,15.05,Building_A_08_2024
2024-08-05 13:00:00,13.75,Building_A_08_2024
2024-08-05 14:00:00,20.19,Building_A_08_2024
2024-08-05 15:00:00,22.3,Building_A_08_2024
2024-08-05 16:00:00,17.93,Building_A_08_2024
2024-08-05 17:00:00,18.65,Building_A_08_2024
2024-08-05 18:00:00,5.7,Building_A_08_2024
2024-08-05 19:00:00,6.79,Building_A_08_2024
2024-08-05 20:00:00,9.69,Building_A_08_2024
2024-08-05 21:00:00,9.62,Building_A_08_2024
2024-08-05 22:00:00,6.41,Building_A_08_2024
2024-08-05 23:00:00,6.7,Building_A_08_2024
2024-08-06 00:00:00,8.0,Building_A_08_2024
2024-08-06 01:00:00,9.82,Building_A_08_2024
2024-08-06 02:00:00,5.74,Building_A_08_2024
2024-08-06 03:00:00,6.28,Building_A_08_2024
2024-08-06 04:00:00,9.37,Building_A_08_2024
2024-08-06 05:00:00,7.46,Building_A_08_2024
2024-08-06 06:00:00,9.49,Building_A_08_2024
2024-08-06 07:00:00,5.93,Building_A_08_2024
2024-08-06 08:00:00,7.66,Building_A_08_2024
2024-08-06 09:00:00,21.19,Building_A_08_2024
2024-08-06 10:00:00,21.17,Building_A_08_2024
2024-08-06 11:00:00,20.48,Building_A_08_2024
2024-08-06 12:00:00,18.24,Building_A_08_2024
2024-08-06 13:00:00,16.66,Building_A_08_2024
2024-08-06 14:00:00,14.71,Building_A_08_2024
2024-08-06 15:00:00,19.72,Building_A_08_2024
2024-08-06 16:00:00,23.53,Building_A_08_2024
2024-08-06 17:00:00,19.63,Building_A_08_2024
2024-08-06 18:00:00,7.89,Building_A_08_2024
2024-08-06 19:00:00,8.9,Building_A_08_2024
2024-08-06 20:00:00,8.98,Building_A_08_2024
2024-08-06 21:00:00,6.72,Building_A_08_2024
2024-08-06 22:00:00,8.85,Building_A_08_2024
2024-08-06 23:00:00,8.68,Building_A_08_2024
2024-08-07 00:00:00,5.71,Building_A_08_2024
2024-08-07 01:00:00,9.33,Building_A_08_2024
2024-08-07 02:00:00,7.21,Building_A_08_2024
2024-08-07 03:00:00,7.43,Building_A_08_2024
2024-08-07 04:00:00,7.24,Building_A_08_2024
2024-08-07 05:00:00,7.84,Building_A_08_2024
2024-08-07 06:00:00,8.11,Building_A_08_2024
2024-08-07 07:00:00,7.49,Building_A_08_2024
2024-08-07 08:00:00,9.33,Building_A_08_2024
2024-08-07 09:00:00,16.54,Building_A_08_2024
2024-08-07 10:00:00,13.53,Building_A_08_2024
2024-08-07 11:00:00,19.92,Building_A_08_2024
2024-08-07 12:00:00,21.49,Building_A_08_2024
2024-08-07 13:00:00,21.41,Building_A_08_2024
2024-08-07 14:00:00,19.81,Building_A_08_2024
2024-08-07 15:00:00,15.85,Building_A_08_2024
2024-08-07 16:00:00,15.39,Building_A_08_2024
2024-08-07 17:00:00,19.43,Building_A_08_2024
2024-08-07 18:00:00,5.6,Building_A_08_2024
2024-08-07 19:00:00,6.67,Building_A_08_2024
2024-08-07 20:00:00,5.88,Building_A_08_2024
2024-08-07 21:00:00,5.58,Building_A_08_2024
2024-08-07 22:00:00,9.5,Building_A_08_2024
2024-08-07 23:00:00,5.28,Building_A_08_2024
2024-08-08 00:00:00,9.9,Building_A_08_2024
2024-08-08 01:00:00,5.48,Building_A_08_2024
2024-08-08 02:00:00,9.32,Building_A_08_2024
2024-08-08 03:00:00,7.83,Building_A_08_2024
2024-08-08 04:00:00,6.84,Building_A_08_2024
2024-08-08 05:00:00,6.71,Building_A_08_2024
2024-08-08 06:00:00,8.79,Building_A_08_2024
2024-08-08 07:00:00,6.57,Building_A_08_2024
2024-08-08 08:00:00,8.29,Building_A_08_2024
2024-08-08 09:00:00,15.72,Building_A_08_2024
2024-08-08 10:00:00,17.55,Building_A_08_2024
2024-08-08 11:00:00,17.52,Building_A_08_2024
2024-08-08 12:00:00,21.39,Building_A_08_2024
2024-08-08 13:00:00,22.58,Building_A_08_2024
2024-08-08 14:00:00,16.78,Building_A_08_2024
2024-08-08 15:00:00,16.19,Building_A_08_2024
2024-08-08 16:00:00,18.17,Building_A_08_2024
2024-08-08 17:00:00,20.18,Building_A_08_2024
2024-08-08 18:00:00,9.52,Building_A_08_2024
2024-08-08 19:00:00,5.21,Building_A_08_2024
2024-08-08 20:00:00,6.67,Building_A_08_2024
2024-08-08 21:00:00,5.5,Building_A_08_2024
2024-08-08 22:00:00,7.38,Building_A_08_2024
2024-08-08 23:00:00,9.1,Building_A_08_2024
2024-08-09 00:00:00,6.49,Building_A_08_2024
2024-08-09 01:00:00,5.75,Building_A_08_2024
2024-08-09 02:00:00,6.65,Building_A_08_2024
2024-08-09 03:00:00,9.07,Building_A_08_2024
2024-08-09 04:00:00,5.7,Building_A_08_2024
2024-08-09 05:00:00,6.14,Building_A_08_2024
2024-08-09 06:00:00,5.34,Building_A_08_2024
2024-08-09 07:00:00,8.53,Building_A_08_2024
2024-08-09 08:00:00,6.98,Building_A_08_2024
2024-08-09 09:00:00,13.43,Building_A_08_2024
2024-08-09 10:00:00,20.57,Building_A_08_2024
2024-08-09 11:00:00,21.38,Building_A_08_2024
2024-08-09 12:00:00,15.39,Building_A_08_2024
2024-08-09 13:00:00,16.1,Building_A_08_2024
2024-08-09 14:00:00,18.03,Building_A_08_2024
2024-08-09 15:00:00,22.66,Building_A_08_2024
2024-08-09 16:00:00,15.72,Building_A_08_2024
2024-08-09 17:00:00,17.55,Building_A_08_2024
2024-08-09 18:00:00,5.9,Building_A_08_2024
2024-08-09 19:00:00,6.73,Building_A_08_2024
2024-08-09 20:00:00,7.4,Building_A_08_2024
2024-08-09 21:00:00,7.61,Building_A_08_2024
2024-08-09 22:00:00,9.27,Building_A_08_2024
2024-08-09 23:00:00,9.45,Building_A_08_2024
2024-08-10 00:00:00,6.1,Building_A_08_2024
2024-08-10 01:00:00,8.11,Building_A_08_2024
2024-08-10 02:00:00,5.56,Building_A_08_2024
2024-08-10 03:00:00,7.29,Building_A_08_2024
2024-08-10 04:00:00,6.61,Building_A_08_2024
2024-08-10 05:00:00,6.58,Building_A_08_2024
2024-08-10 06:00:00,7.41,Building_A_08_2024
2024-08-10 07:00:00,8.65,Building_A_08_2024
2024-08-10 08:00:00,5.35,Building_A_08_2024
2024-08-10 09:00:00,16.52,Building_A_08_2024
2024-08-10 10:00:00,18.44,Building_A_08_2024
2024-08-10 11:00:00,12.0,Building_A_08_2024
2024-08-10 12:00:00,17.91,Building_A_08_2024
2024-08-10 13:00:00,15.38,Building_A_08_2024
2024-08-10 14:00:00,19.45,Building_A_08_2024
2024-08-10 15:00:00,20.29,Building_A_08_2024
2024-08-10 16:00:00,14.49,Building_A_08_2024
2024-08-10 17:00:00,15.47,Building_A_08_2024
2024-08-10 18:00:00,6.52,Building_A_08_2024
2024-08-10 19:00:00,7.96,Building_A_08_2024
2024-08-10 20:00:00,9.61,Building_A_08_2024
2024-08-10 21:00:00,9.03,Building_A_08_2024
2024-08-10 22:00:00,8.62,Building_A_08_2024
2024-08-10 23:00:00,7.8,Building_A_08_2024
2024-08-11 00:00:00,9.61,Building_A_08_2024
2024-08-11 01:00:00,7.46,Building_A_08_2024
2024-08-11 02:00:00,9.37,Building_A_08_2024
2024-08-11 03:00:00,9.17,Building_A_08_2024
2024-08-11 04:00:00,6.07,Building_A_08_2024
2024-08-11 05:00:00,8.86,Building_A_08_2024
2024-08-11 06:00:00,5.06,Building_A_08_2024
2024-08-11 07:00:00,6.61,Building_A_08_2024
2024-08-11 08:00:00,6.15,Building_A_08_2024
2024-08-11 09:00:00,18.69,Building_A_08_2024
2024-08-11 10:00:00,23.15,Building_A_08_2024
2024-08-11 11:00:00,11.82,Building_A_08_2024
2024-08-11 12:00:00,21.75,Building_A_08_2024
2024-08-11 13:00:00,15.5,Building_A_08_2024
2024-08-11 14:00:00,15.95,Building_A_08_2024
2024-08-11 15:00:00,17.93,Building_A_08_2024
2024-08-11 16:00:00,15.06,Building_A_08_2024
2024-08-11 17:00:00,13.52,Building_A_08_2024
2024-08-11 18:00:00,7.38,Building_A_08_2024
2024-08-11 19:00:00,8.54,Building_A_08_2024
2024-08-11 20:00:00,5.22,Building_A_08_2024
2024-08-11 21:00:00,9.4,Building_A_08_2024
2024-08-11 22:00:00,7.6,Building_A_08_2024
2024-08-11 23:00:00,5.15,Building_A_08_2024
2024-08-12 00:00:00,6.12,Building_A_08_2024
2024-08-12 01:00:00,9.77,Building_A_08_2024
2024-08-12 02:00:00,7.91,Building_A_08_2024
2024-08-12 03:00:00,5.54,Building_A_08_2024
2024-08-12 04:00:00,6.44,Building_A_08_2024
2024-08-12 05:00:00,7.28,Building_A_08_2024
2024-08-12 06:00:00,5.1,Building_A_08_2024
2024-08-12 07:00:00,7.06,Building_A_08_2024
2024-08-12 08:00:00,7.45,Building_A_08_2024
2024-08-12 09:00:00,15.76,Building_A_08_2024
2024-08-12 10:00:00,21.6,Building_A_08_2024
2024-08-12 11:00:00,23.32,Building_A_08_2024
2024-08-12 12:00:00,16.37,Building_A_08_2024
2024-08-12 13:00:00,21.8,Building_A_08_2024
2024-08-12 14:00:00,19.28,Building_A_08_2024
2024-08-12 15:00:00,18.23,Building_A_08_2024
2024-08-12 16:00:00,15.83,Building_A_08_2024
2024-08-12 17:00:00,18.37,Building_A_08_2024
2024-08-12 18:00:00,7.45,Building_A_08_2024
2024-08-12 19:00:00,5.93,Building_A_08_2024
2024-08-12 20:00:00,9.98,Building_A_08_2024
2024-08-12 21:00:00,5.65,Building_A_08_2024
2024-08-12 22:00:00,7.36,Building_A_08_2024
2024-08-12 23:00:00,5.34,Building_A_08_2024
2024-08-13 00:00:00,9.72,Building_A_08_2024
2024-08-13 01:00:00,9.82,Building_A_08_2024
2024-08-13 02:00:00,8.6,Building_A_08_2024
